id_gi,Cita,Publicaciones
18-3,Cita 1,"Mariotti, M., Granby, K., Fromberg, A., Risum, J., Agosin, E. and Pedreschi, F. (2012) Furan occurrence in starchy food model systems processed at high temperatures: Effect of ascorbic acid and heating conditions. http://dx.doi.org/10.1021/jf3022699. Journal of Agricultural and Food Chemistry, 60, 40, 10162–10169."
18-3,Cita 2,"Pedreschi, F., Marriotti, S., and Rozowski, J. (2012). Acrylamide Formation in Foods: Health Implications and Migration Technologies. In J.C Taylor (Ed.), Advances in Chemestry Research. Volumen 14."
18-3,Cita 3,"Mery, D., Pedreschi, F., Soto, A. (2012). Automated Design of a Computer Vision System for Visual Food Quality Evaluation. Food and Bioprocess Technology (in press) DOI: 10.1007/s11947-012-0934-2."
18-3,Cita 4,"Pedreschi, F., Granby, K., Risum, J. (2011). Acrylamide reduction in potato chips by using commercial asparaginase in combination with conventional blanching Lebensmittel-Wissenschaft und-Technologie. Food Science and Technology (lwt). 44, 1473-1476."
18-3,Cita 5,"Pedreschi, F., Segtnan, V. and Knutsen, S. (2010). On-line analysis of fat, dry matter and acrylamide contents in potato chips using near infrared interactance imaging. Food Chemistry. 121: 616-620. ISI."
18-3,Cita 6,"Pedreschi, F., Kaack, K, and Granby, K. (2008). The effect of asparaginase on acrylamide formation in french fries. Food Chemistry. 109: 386-392. ISI."
18-4,Cita 1,"Vergara-Salinas, J., Pérez-Jiménez, J., Torres, J.L., Agosín, E. and Pérez-Correa, R. (2012). Effects of temperature and time on polyphenolic content and antioxidant activity in the pressurized hot water extraction of deodorized thyme (Thymus vulgaris). http://dx.doi.org/10.1021/jf3027759. Journal of Agricultural and Food Chemistry, 60, 44, 10920-10929."
19-1,Cita 1,"García-Beltrán, O., González, C., Pérez, E.G., Cassels, B.K., Millan, D., Mena, N. Pavez, P., Aliaga, M.E. (2012) Nucleophilic reactivity of biothiols toward coumarin-based derivatives containing a chalcone moiety. J. Phys. Org. Chem., 25, 946-952."
19-1,Cita 2,"García-Beltrán, O., Mena, N., Berríos, T.A., Castro, E.A., Cassels, B.K., Núñez, M.T., Aliaga, M.E. (2012) A selective fluorescent probe for the detection of mercury (II) in aqueous media and its applications in living cells. Tetrahedron Lett., 53, 6598-6601."
19-1,Cita 3,"Castro-Castillo, V., Suárez-Rojas, C., Pabón, A., Pérez, E.G., Cassels, B.K., Blair, S. (2012) Synthesis and antiplasmodial activity of some 1-azabenzanthrone derivatives. Bioorg. Med. Chem. Lett., aceptado para su publicación."
19-1,Cita 4,"Pérez, E.G., Cassels, B.K., Eibl, C., Gündisch, D. (2012) Synthesis and evaluation of N1-alkylindole-3-ylalkylammonium compounds as nicotinic acetylcholine receptor ligands. Bioorg. Med. Chem., 20, 3719-3727."
19-1,Cita 5,"García-Beltrán, O., Mena, N., Friedrich, L., Ferreira, J.N., Vargas, V., Quina, F., Núñez, M.T., Cassels, B.K. (2012) Design and synthesis of a new coumarin-based ""turn-on"" fluorescent probe selective for Cu+2. Tetrahedron Lett. 53, 5280-5282."
19-1,Cita 6,"García-Beltrán, O., Soto-Delgado, J., Iturriaga-Vásquez, P., Areche, C., Cassels, B.K. (2012) Structural reassignment of epierythratidine, an alkaloid from Erythrina fusca, based on NMR studies and computational methods. J. Chil. Chem. Soc., 57, 1323-1327."
19-1,Cita 7,"Juricic, M.A., Berríos-Cárcamo, P.A., Acevedo, M.L., Israel, Y., Almodóvar, I., Cassels, B.K. (2012) Salsolinol and isosalsolinol: condensation products of acetaldehyde and dopamine. Separation of their enantiomers in the presence of a large excess of dopamine. J. Pharmaceut. Biomed. Anal., 63, 170-174."
19-1,Cita 8,"Pérez, E.G., Méndez-Gálvez, C., Cassels, B.K. (2012) Cytisine: a natural product lead for the development of drugs acting at nicotinic acetylcholine receptors. Nat. Prod. Rep., 29, 555-567."
19-1,Cita 9,"Castro-Castillo, V., Galdámez, A., Rebolledo-Fuentes, M., Cassels, B.K. (2012) 1H and CNMR spectral assignments and X-ray crystallography of 4,5,8,12b tetrahydro-isoindolo[1,2a]isoquinoline and derivatives. J. Chil. Chem. Soc, 57, 972-976."
19-1,Cita 10,"Galdámez, A., Gutiérrez-Hernández, M., Cassels, B.K., Sáez-Briones, P. (2011) Crystal structure of (1R,5S)-9-nitro-1,2,3,4,5,6-hexahydro-1,5-methanopyrido[1,2a]-[1,5]diazocin-8-one (9-nitrocytisine), C11H13O3N3,  J. Chil. Chem. Soc. 56, 595-597."
19-1,Cita 11,"García-Beltrán, O., Mena, N., Pérez, E.G., Cassels, B.K., Nuñez, M.T., Werlinger, F., Zavala, D., Aliaga, M.E., Pavez, P. (2011) The development of a fluorescence turn-on sensor for cysteine, glutathione and other biothiols. A kinetic study. Tetrahedron Lett., 52, 6606-6609."
19-1,Cita 12,"Cassels, B.K. Asencio, M. (2011) Anti-HIV activity of natural triterpenoids and hemisynthetic derivatives 2004 – 2009. Phytochem. Reviews, 10, 545-564."
19-1,Cita 13,"Arrau, S., Delporte, C., Cartagena, C., Rodríguez, M., González, P., Silva, X., Cassels, B.K., Miranda, H.F. (2011) Antinociceptive activity of Quillaja saponaria Mol. saponin extract, quillaic acid and derivatives in mice. J. Ethnopharmacol. 133, 164-167."
19-1,Cita 14,"Rodríguez-Díaz, M., Delporte, C.L., Cartagena, C., Cassels, B.K., Arrau, S., Gonzalez, P., Silva, X., León, F., Wessjohann, L.A. (2011) Topical anti-inflammatory activity of quillaic acid derivatives. J. Pharm. Pharmacol., 63, 718-724."
19-1,Cita 15,"Galdámez, A., García-Beltrán O., Cassels, B.K. (2011) Hydrogen-bonded supramolecular array in the crystal structure of ethyl 7-hydroxy-2-oxo-2H-chromene-3-carboxylate monohydrate. J. Chil. Chem. Soc. 56,  546-548."
19-1,Cita 16,"Di Liberto, M., Svetaz, L., Furlán, R.L.E., Zacchino, S.A., Delporte, C., Novoa, M.A., Asencio, M. Cassels, B.K. (2010) Antifungal activity of saponin-rich extracts of Phytolacca dioica L. and of the sapogenins obtained through hydrolysis. Nat. Prod. Commun., 5, 1013-1018."
19-1,Cita 17,"Iturriaga-Vásquez, P., Carbone, A., García-Beltrán, O., Livingstone, P.D., Biggin, P., Cassels, B.K., Wonnacott, S., Zapata-Torres, G., Bermudez, I. (2010) Molecular determinants for competitive inhibition of  nicotinic acetylcholine receptors. Mol. Pharmacol., 78, 366-375."
19-1,Cita 18,"Quinteros-Muñoz, D., Sáez-Briones, P., Díaz-Véliz, G., Mora-Gutiérrez, S., Rebolledo-Fuentes, M., Cassels, B.K. (2010) Behavioral profiles in rats distinguish among ‘ecstasy’, methamphetamine and 2,5-dimethoxy-4-iodoamphetamine: Mixed effects for ‘ecstasy’ analogues. Behav. Neurosci., 124, 662-674."
19-1,Cita 19,"Castro-Castillo, V., Rebolledo-Fuentes, M., Theoduloz, C., Cassels, B.K. (2010) Synthesis of lakshminine and antiproliferative testing of related oxoisoaporphines. J. Nat. Prod., 73, 1951-1953."
19-1,Cita 20,"Lühr, S., Vilches-Herrera, M., Fierro, A., Ramsay, R.R., Edmondson, D.E., Reyes-Parada, M., Cassels, B.K., Iturriaga-Vásquez, P. (2010) 2-Arylthiomorpholine derivatives as selective and reversible monoamine oxidase B inhibitors. Bioorg. Med. Chem., 18, 1388-1395."
19-1,Cita 21,"Abin-Carriquiry, J.A., Urbanavicius, J., Scorza, C., Costa, G., Wonnacott, S., Rebolledo-Fuentes, M., Cassels, B.K., Dajas, F. (2010) Increase in locomotor activity after acute administration of the nicotinic receptor agonist 3-bromocytisine in rats. Eur. J. Pharmacol., 634, 89-94."
19-1,Cita 22,"Abin-Carriquiry, J.A., Paulino-Zunini, M., Cassels, B.K., Wonnacott, S., Dajas, F. (2010) In silico characterization of cytisinoids docked into an acetylcholine binding protein. Bioorg. Med. Chem. Lett., 20, 3683-3687."
19-1,Cita 23,"Galdámez, A., Castro-Castillo, V., Cassels, B.K. (2009) Crystal structure of 5,6,8,12b-tetrahydrodioxolo[4,5-g]isoindolo[1,2-a]isoquinolin-8-one. J. Chil. Chem. Soc., 54, 327-330."
19-1,Cita 24,"Castro-Castillo, V., Rebolledo-Fuentes, M., Cassels, B.K. (2009) Synthesis of A-ring-substituted 5,6,8,12b-tetrahydroisoindolo[1,2-a]isoquinolin-8-ones. J. Chil. Chem. Soc., 54, 417-423."
19-1,Cita 25,"Pérez, E.G., Cassels, B.K., Zapata-Torres, G. (2009) Molecular modeling of the á9á10 nicotinic acetylcholine receptor subtype. Bioorg. Med. Chem. Lett., 19, 251-254."
19-1,Cita 26,"Vilches-Herrera, M., Miranda, J., Rebolledo-Fuentes, M., Fierro, SA., Lühr, S., Iturriaga-Vásquez, P., Cassels, B.K., Reyes-Parada, M. (2009). Naphthylisopropylamine and N-benzylamphetamine derivatives as monoamine oxidase inhibitors. Bioorg. Med. Chem., 17, 2452-2460."
19-1,Cita 27,"Zambrano, C.A., Marks, M.J., Cassels, B.K., Maccioni, R.B. (2009) In vivo effects of 3-iodocytisine: Pharmacological and genetic analysis of hypothermia and evaluation of chronic treatment on nicotinic binding sites. Neuropharmacology, 57, 332-343."
19-1,Cita 28,"Cassels, B.K., Asencio, M. (2008) Monoaminergic, ion channel and enzyme inhibitory activities of natural aporphines, their analogues and derivatives. Nat. Prod. Commun., 3, 643-653."
19-1,Cita 29,"Zapata-Torres, G., Cassels, B.K., Parra-Mouchet, J., Mascarenhas, Y.P., Ellena, J., de Araujo, A.S. (2008) Quantum-chemical, NMR and X-ray diffraction studies on (±)-1-[3,4-(methylenedioxy)phenyl]-2-methylaminopropane. J. Mol. Graph. Model., 26, 1296-1305."
19-1,Cita 30,"Abin-Carriquiry, J.A., Costa, G., Urbanavicius, J., Cassels, B.K., Rebolledo-Fuentes, M., Wonnacott, S., Dajas, F. (2008) In vivo modulation of dopaminergic nigrostriatal pathways by cytisine derivatives: Implications for Parkinson’s disease. Eur. J. Pharmacol., 589, 80-84."
19-2,Cita 1 ,"Muñoz, O., Kemmerling, U., Maya, J., Ferreira, J., Christen, P., San Martin, J. and Morello, A. (2012). In  vitro trypanocidal activity of native chilean plant extracts (in press)."
19-2,Cita 2,"Cretton, S., Bartholomeusz, T., Humam, M., Marcourt, L., Allenbach, Y., Jeannerat, D., Muñoz, O. and Christen, P. (2011). Grahamines A_E, Cyclobutane-Centered Tropane Alkaloids from the Aerial Parts of Schizanthus grahamii. J.Nat.Prod. 74, 2388-2394."
19-2,Cita 3,"Muñoz, O., Christen, P., Cretton, S., Barrero, A., Laraf, A. and Herrador, M. (2011). Comparison of the Essential Oils of Leaves and Stem Bark from Two Different Populations of Drimys winteri a Chilean Herbal Medicine Natural Product Communications.6, 879-882."
19-2,Cita 4,"Humam, M., Shoul, T., Jeannerat, D., Muñoz, O. and Christen, P. (2011).Chirality and Numbering of Substitued Tropane Alkaloids.Molecules 16, 7199-7209."
19-2,Cita 5,"Humam, M., Shoul, T., Jeannerat, D., Muñoz, O. and Christen, P. (2011) Shizanthines N,O,and P .Tropane alkaloids from the Aerial Parts of Schizanthus tricolor. J.Nat.Prod.  74,50-53"
19-2,Cita 6,"Muñoz  O,  Decap  S,  Ruiz  F,Arbildua J,  Monasterio O. (2011).Determination of (e) - 10 – hydroxy – 2 – decenoic acid in Royal jelly by Capillary Electrophoresis.J.Chil.Chem.Soc. 56,738-740."
19-2,Cita 7,"Muñoz, O., Christen, P., Cretton, S., Backhouse, N., Correa, O., Costa, E., Miranda, H. and Delporte, C. (2011). Chemical study and anti-inflammatory, analgesic and antioxidant activities from the leaves of Aristotelia chilensis (Mol.) Stuntz J.of Pharmacy and Pharmacology    63(6):849-59"
19-2,Cita 8,"Muñoz, M., Muñoz, O. and Joseph-Nathan, P. (2010). Absolute Configuration Determination and Conformational Analysis of (-)-(3S,6S)-3α,6β-Diacetoxytropane using Vibrational Circular Dichroism and DFT techniques. Chilarity 22:234-241."
19-2,Cita 9,"Cretton, S., Glauser, G., Jeannerat, D., Muñoz,O., Maes, L., Christen, P. and Hostetmann, K. (2010). Isomeric Tropane Alkaloids from the aerial parts of Schizanthus tricolor. J.Nat.Prod.  73, 844-847. "
19-2,Cita 10,"Muñoz, O., Peña, R. (2009).  Investigaciones Recientes en la Determinacion de Residuos de Pipas Arqueologicas de Chile Central. Bol.Mus. Nac.Hist.Nat.Chile. 58.83-89."
19-2,Cita 11,"Christen, R., Bieri, S., Muñoz, O. (2009).Characterization of positional and configurational tropane alkaloids isomers by combining GC with PND,MS and FTIR. Nat.Prod.Commun., 4, (10), 1341-1348."
19-2,Cita 12,"Cretton, S.,  Bartholomeusz, T.A., Jeannerat, D., Muñoz, O., Christen, P., Hostettmann, K., (2009). New cyclobutane-containing tropane alkaloids from the aerial parts of Schizanthus grahamii  Planta Medica  75, (09) PA47. "
19-2,Cita 13,"Vitorge, B., Bieri, S.. Humam, M.. Christen, P., .Hostettmann, K., Muñoz, O., Loss, S. and Jeannerat, D. (2009). High-precision heteronuclear 2D NMR experiments using 10-ppm spectral window to resolve carbon overlap. Chem.Commun., 950-952."
19-2,Cita 14,"Humam, M., Christen, P., Muñoz, O., Hostettmann, K., Jeannerat, D. (2008).Absollute Configuration of Tropane Alkaloids Bearing Two α,β-Unsaturated Ester Functions Using Electronic CD Spectroscopy: Application to (R,R)-trans-3-Hydroxysenecioyloxytropane. Chuirality, 20, 20-25."
19-2,Cita 15,"Jordan, M., Wilken, D., Gerth, A. and Muñoz, O. (2008). Effect of cellulose wastes upon the growth  of Phragmites australis . Inrernational Journal of Phytoremediation 16 (3) 197-209."
19-3,Cita 1,"Delatorre, J., Pinto, M. and Cardemil, L. (2008). Effects of water stress and high temperature on photosynthetic rates of two species of Prosopis. Journal of Photochemistry and Photobiology. B Biology 92: 67-76."
19-3,Cita 2,"Silva, H., Sagardia, S., Seguel, O., Torres, C., Tapia, C., Franck, N. and Cardemil, L. (2010). Effect of water availability on growth and water use efficiency for biomass and gel production in Aloe Vera (Aloe barbadensis M.). Industrial Crops and Products 31: 20-27."
19-3,Cita 3,"Delatorre-Herrera, J., Delfino, I., Salinas, C., Silva, H. and Cardemil, L. (2010). Irrigation restriction effects on water use efficiency and osmotic adjustment in Aloe Vera plants (Aloe barbadensis Miller). Agricultural Water Management, 97:1564-1570."
19-3,Cita 4,"Escobar, H., Bustos, R., Fernández, F., Cárcamo, H., Silva, H., Frank, N. and Cardemil, L. (2010). Mitigating effect of salicylic acid and nitrate in the water relations and osmotic adjustment in maize cv Lluteño exposed to salinity. Ciencia e Investigación Agraria,  37: 71-81."
19-3,Cita 5,"Ramírez, I., Estay, D., Stange, C. and Cardemil, L. (2012). Superoxide dismutase seems to be a critical enzyme to alleviate oxidative stress in Aloe barbadensis Miller (Aloe vera) plants subjected to water deficit. Plant Ecology & Diversity. 5: 183-195."
19-3,Cita 6,"Huerta, C., Freire, M. and Cardemil, L. (2012). Expression of hsp70, hsp100 and ubiquitin in Aloe barbadensis Miller under direct heat stress and under temperature acclimation conditions. Plant and Cell Reports. DOI: 10.1007/s00299-012-1363-4. "
19-4,Cita 1,"Handford, M.G, Rodríguez-Furlán, C., Marchant, L., Segura, M., Gómez, D., Alvarez-Buylla, E., Obel, N., Pauly, M. y Orellana, A. (2012). Arabidopsis thaliana AtUTr7 encodes a Golgi-localized UDP-glucose/UDP-galactose transporter that affects lateral root emergence. Mol Plant 5: 1263"
19-4,Cita 2,"Fuentes, P., Pizarro, L., Handford, M.G. y Stange, C. (2012). The effect of light on carotenogenic gene expression during carrot (Daucus carota L.) development. Plant Mol Biol 79: 47."
19-4,Cita 3,"Colleoni, C., Linka, M., Handford, M.G., Dupree, P., Weber, A.P.M. y Ball, S.G. (2010). Identification of a missing link required for the endosymbiotic origin of eukaryotic photosynthesis. Mol Biol Evol 27: 2691."
19-4,Cita 4,"Stange, C., Fuentes, P., Handford, M.G. y Pizarro, L. (2008). Daucus carota as a novel model to evaluate the effect of light on carotenogenic gene expression. Biol Res 41: 289."
19-5,Cita 1,"Fuentes, P., Pizarro, L., Moreno, J.C., Handford, M., Rodriguez-Concepción, M. and Stange, C. (2012). Light-dependent changes in plastid differentiation influence carotenoid gene expression and accumulation in carrot roots. Plant Molecular Biology, 79 (1), 47-59."
19-5,Cita 2,"Ramírez, I., Estay, D., Stange, C., Cardemil, L. (2012). Superoxide dismutase is a critical enzyme to alleviate oxidative stress in Aloe vera (L.) Burm. plants subjected to water deficit. Plant Ecology & Diversity 5: 1-13. "
19-5,Cita 3,"Stange, C. and Flores, C. (2011). Carotenoids and Photosynthesis - Regulation of Carotenoid Biosyntesis by Photoreceptors. En: Advances in Photosynthesis-Fundamental Aspects. Ed. INTECH. pp. 1-20."
19-5,Cita 4,"Pizarro, L. and Stange, C. (2009). Light dependent regulation of carotenoid biosynthesis in plants. Ciencia Invest. Agraria, 36(2), 143-162."
19-5,Cita 5,"Stange, C., Fuentes, P., Handford, M. and Pizarro, L. (2008). Daucus carota as a novel model to evaluate the effect of light on carotenogenic gene expression. Biological Research 41: 289-301."
19-5,Cita 6,"Stange, C., Matus, J.T., Dominguez, C., Pérez, T. and Arce-Johnson, P. (2008). The N-homologue LRR domain adopts a folding which explains the TMV-Cg-induced HR-like response in sensitive tobacco plants. Journal of Molecular Graphics and Modelling, 26; 850-860"
20-1,Cita 1,"Char, C., Silveira, A.C., Inestroza-Lizardo C., Hinojosa, A., Machuca, A.,  Escalona, V.H. (2012). Effect of noble gas-enriched atmospheres on the overall quality of ready-to-eat arugula salads. Postharvest Biol Technol, (in press)."
20-1,Cita 2,"Silveira, A.C., Aguayo, E., Escalona, V.H., Artés, F. (2011). Combined effect of hot water treatment and peracetic acid to maintain the overall quality in fresh-cut Galia melon. Innovat Food Sci Emerg Tech. En prensa."
20-1,Cita 3,"Tardón, A., Obando, J.,  Hinojosa, A., Luchsinger, L., Escalona, V.H. (2011). Efecto de la aplicación de radiación UV-C sobre la calidad de brotes de alfalfa mínimamente procesados en fresco. Rev Iber Tecnología Postcosecha 12 (1): 87 – 93"
20-1,Cita 4,"Escalona, V.H., Aguayo, E., Martínez-Hernández, G.B., Artés, F. (2010). UV-C Doses to reduce pathogen and spoilage bacterial growth in vitro and in baby spinach. Postharvest Biol Technol 51(3): 287 – 296."
20-1,Cita 5,"Obando-Ulloa, J.M., Ruiz, J., Monforte, A.J., Fernández-Trujillo, J.P. (2010). Aroma profile of a collection of near isogenic lines of melon. Food Chem. 118: 815-822.[Disponible en línea] http://dx.doi.org/10.1016/j.foodchem.2009.05.068"
20-1,Cita 6,"Villena, P., Luchsinger, L., Obando, J., Hinojosa, A., Escalona, V.H. (2010). Efecto de diferentes sanitizantes en la calidad microbiológica de berros (Nasturtium officinale R. Br.) envasados en atmósfera modificada. Rev. Iber. Tecnol. Postcosecha 11: 214-220"
20-1,Cita 7,"Char, C., Mitilinaki, E., Guerrero, S., y Alzamora, S. M. (2010). Use of high intensity ultrasound and UV-C light to inactivate some microorganisms in fruit juices. Food and Bioprocess Technology: 3(6):797-803"
20-1,Cita 8,"Artés, F., Gómez, P., Artés-Hernández, F., Aguayo, E., Escalona, V. (2009). Review: Sustainable sanitation techniques for keeping quality and safety of fresh-cut plant commodities. Postharvest Biol Technol 51(3): 287 – 296"
20-1,Cita 9,"Escalona, V.H. (2009). Frutas y hortalizas frescas mínimamente procesadas: una nueva alternativa. Antumapu Facultad de Ciencias Agronómicas, Universidad de Chile, 7 (1-2): 37 – 41."
20-1,Cita 10,"Seibert, E., González, S., Orellana,  A., Luchsinger, L., Bender, R. (2008). Efecto del acondicionado previo al almacenaje refrigerado sobre la calidad de ciruelas Constanza. Bragantia, Campinas  67(1): 233-242"
20-1,Cita 11,"Escalona, V.H., Luchsinger, L. (2008). Frutas y hortalizas mínimamente procesados en fresco. Revista ACONEX 99 (julio- septiembre): 23-28"
20-1,Cita 12,"Escalona, V.H., Luchsinger, L. Lizana, L.A. (2008). Efecto del envasado en atmósfera modificada sobre la calidad y la conservación de frutas y hortalizas. Revista ACONEX, 98: 16-24."
20-2,Cita 1,"Riveros, L. (2012). “Elaboración de un galletón de avena libre de azúcar con adición de un ingrediente funcional Hipoglicémico. Tesis de Magíster en Cs. Agropecuarias, con mención en Producción Agroindustrial. Universidad de Chile."
20-2,Cita 2,"Barra, B. (2012). Estabilidad durante el almacenamiento de compuestos bioactivos presentes en un ingrediente funcional elaborado a partir de productos alimentarios intermedios. Tesis de Magíster en Cs. Agropecuarias, con mención en Producción Agroindustrial. Universidad de Chile."
20-2,Cita 3,"Godoy, N. (2012). Evaluación de compuestos bioactivos presentes en ingredientes funcionales. Tesis de Magíster en Cs. Agropecuarias, con mención en Producción Agroindustrial. Universidad de Chile."
20-2,Cita 4,"Contreras, C. (2012). Efecto de las temperaturas de secado en las características funcionales y tecnológicas de un PAI de orujos de uva vinífera. Memoria de Título Carrera Ingeniería Agronómica. Universidad de Chile."
20-2,Cita 5,"Bonilla, E. (2012). Efecto de la temperatura de secado sobre la composición química y de compuestos bioactivos en producto alimentario intermedio derivado de la pomasa de tomate. Memoria de Título Carrera Ingeniería Agronómica. Universidad de Chile."
20-2,Cita 6,"Farías, B. (2010). Obtención y caracterización de productos alimentarios intermedios de la pomasa de manzana. Memoria de Título Carrera Ingeniería Agronómica. Universidad de Chile."
20-2,Cita 7,"Estévez, A.M., Escobar, B., Núñez, H. y Gálmez, C. (2009). Efecto de las condiciones de estabilización sobre las características tecnológicas de afrechillo de arroz”. Revista de la Asociación Colombiana de Ciencia y Tecnología de Alimentos, vol 18:42C2. ISSN 2027-2030."
20-3,Cita 1,"Sáenz, C., Cancino, B. and Robert, P. (2012). Red betalains from Opuntia spp. natural colorants with potential applications in foods. The Israel Journal of Plant Science 60 (3) (in press)."
20-3,Cita 2,"Sáenz, C., Yoong, M., Figuerola, F., Chiffelle, I. and Estevez, A.M. (2012). Cactus pear cladodes powders as dietary fibre source: purification and properties. Int J Food Sci Nutr. 63 (3)283-289."
20-3,Cita 3,"Sepúlveda, E., Sáenz, C., Peña, A., Robert, P., Bartolomé, B. and Gómez-Cordovés, C. (2010). Influence of the genotype on the anthocyanin composition, antioxidant capacity and colour of Chilean pomegranate juices. Chilean Journal of Agriculture 70 (1):50-57."
20-3,Cita 4,"Sáenz, C., Sepúlveda, E., Pak N. and Lecaros, M. (2010). Chemical and physical characterization of cactus cladodes (Opuntia ficus-indica) powder. Italian Journal of Food Science 22 (4):416-422"
20-3,Cita 5,"Robert, P. Gorena, T., Romero, N., Sepúlveda, E., Sáenz, C. and Chavez, J. (2010). Microencapsulation by spray drying of bioactive compounds from pomegranate (Punica granatum). Intern. J. Food Sci & Technol. 45 (7): 1386-1394"
20-3,Cita 6,"Saénz, C., Tapia, S., Chávez, J. and Robert, P. (2009). Microencapsulation by spray drying of bioactive compounds from cactus pear (Opuntia ficus-indica). Food Chem. 114: 616-622."
21-1,Cita 1,"Vinagre, J., Rodríguez, A., Larraín, M.A., Aubourg, L. (2011). Chemical Composition and Quality Loss During Technological Treatment in Coho Salmon (Oncorhynchus Kisutch). "
21-1,Cita 2,"López, L., Larraín, M.A. y otros. (2011). Sistema de Análisis de Peligros y de Puntos Críticos de Control (HACCP). Directrices para su Aplicación. Instituto Nacional de Normalización (INN). "
21-1,Cita 3,"López, L., Larraín, M.A. y otros. (2011). Industria de Alimentos. BPM. Requisitos. Instituto Nacional de Normalización (INN)."
21-1,Cita 4,"López, L., Larraín, M.A. y otros. (2011). Rastreabilidad de Alimentos en la Cadena Alimentaria. Principios Generales y Guía para el Diseño e Implementación del Sistema. Instituto Nacional de Normalización (INN)."
21-1,Cita 5,"Ortiz, J., Larraín, M.A., Vivanco, J.P. y Aubourg, S. (2009). Rancidity Development during the Frozen Storage of Farmed Coho Salmon (Oncorhynchus Kisutch): Effect of Antioxidant Composition Supplied in the Diet."
21-2,Cita 1,"Cerezal, P., Arcos, R., Urtuvia, V., Ramirez, V., Romero, N. (2011). Desarrollo de Productos sobre la Base de Harinas de Cereales y Leguminosa para Niños Celiacos entre 6 y 24 meses; I: Formulación y Acaptabilidad. NUTR. HOSP. 26(1) 152-160, Factor Impacto."
21-2,Cita 2,"Uquiche, E., Romero, V., Ortiz, J. y del Valle, J.M. (2011) Extraction of Oil and Minor Lipids from Cold-Press Rapeseed with Supercritical CO2. Brazilian Journal of Chemical Engineering."
21-2,Cita 3,"Ortiz, J. (2011). Monografía: Composición Nutricional y Funcional de las Algas Cloroficeas Chilenas: Codium Fragile y Ulva Lactuca. Repositorio Universidad  de Chile."
21-2,Cita 4,"Ortiz, J. (2011) Proceeding Antioxidant Content and Capacity of Dried Sweet Corn (Zea Mays L.) Harvested from Different Geographic Areas."
21-2,Cita 5,"Ortiz, J. (2011) Composición Nutricional y Funcional de Algas Pardas Chilenas: Macrocystis Pyrifira y Durvillaea Antarctica. Repositorio Universidad de Chile."
21-2,Cita 6,"Garcia-Gonzalez, D., Romero, N. y Aparicio, R. (2010). Comparative Study of Virgin Olive Oil Quality from Single Varieties Cultivated in Chile and Spain. J. Agric. Food Chemistry."
21-2,Cita 7,"Romero, N. y Aparicio, R. (2010) Oliva Chile, Directorio de la Industria Oleícola Chilena. Ed. Directorios Chile."
21-2,Cita 8,"Ortiz, J., Vivanco, J., Jimenes, P., Ramirez, L., Leiva, M. y  Bustamante, A. (2010) Nutritional Value of the Chilean Seaweeds Cryptonemia Obovata and Rodhymenia Corallina. Natural Products"
21-2,Cita 9,"Robert, P., Gorena, T., Romero, N., Sepulveda, E., Chavez, J., Saenz, C. (2010). Encapsulation of polyphenols and anthocyanins from pomegranate (punica granatum) by spray drying. Int. J. Food Sci. and TechN. 45(7):1386-1394."
21-2,Cita 10,"Ortiz, J., Uquiche, E., Robert, P., Romero, N., Quitral, V., Llantén, C. (2009). Functional and nutritional value of the chilean seaweeds codium fragile, gracilaria chilensis and macrocystis pyrifera. eur. J. LIPID SCI. TECH. 111(4):320 327."
21-2,Cita 11,"Ortiz, J., Uquiche, E., Robert, P., Romero, N., Quitral, V., Llanten, C. (2009) Functional and Nutritional Value of the Chilean Seaweeds Codium Fragile, Gracilaria chilensis and Macrocystis Pyrifera."
21-2,Cita 12,"Romero, N. (2009). Informe Final ""Proceso de Compilación de Datos de Composición de Alimentos"". Informe Técnico FAO."
21-2,Cita 13,"Abugoch, L.E., Romero, N., Tapia, C.A., Silva, J., Rivera, M. (2008). Study of some physicoche mical and functional properties of quinoa (Chenopodium quinoa willd) protein isolates. Journal of Agricultural and Food Chemistry. 12(56): 4745-4750  ."
21-2,Cita 14,"Uquiche, E., Jeréz, M. y Ortiz, J. (2008). Effect of pretreatment with microwaves on mechanical extraction yield and quality of vegetable oil from Chilean Hazelnuts (Gevuina avellana mol). Innovative Foods Science and Emerging Technologies."
21-3,Cita 1,"Abugoch, L., Tapia, C., Aravena, M.E., López, L., Ramírez, A. y Oyarzo, M. (2011). Caracterización bioquimica, fisicoquímica y funcional de turbot (scophthalmus maximus) y estudio de sus modificaciones durante el almacenamiento a 4C. ALAN v.61 n.2 Caracas."
21-3,Cita 2,(2011). Sistema de análisis de peligros y de puntos críticos de control (HACCP). Directrices para su aplicación. INN. NCH2861.
21-3,Cita 3,"López, L. y otros. (2009). Documentación ‐ Presentación de Informes Científicos y Técnicos. Instituto Nacional de Normalización (INN)."
21-3,Cita 4,"López, L. y otros. (2009). Microbiología de los Alimentos de Consumo Humano y Animal ‐ Guía para la Estimación de la Incertidumbre de las Mediciones para Determinaciones Cuantitativas. Instituto Nacional de Normalización (INN)."
21-3,Cita 5,"López, L. y otros. (2009). Trazabilidad de Alimentos y de la Cadena Alimentaria ‐ Aves Comerciales, Peces de Cultivo y sus Productos Cárnicos. Instituto Nacional de Normalización (INN)."
